security,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013668666666666666,0.013668666666666666,0.013668666666666666,0.013668666666666666,0.013668666666666666,0.013668666666666666,0.013668666666666666
liberty,0.0,0.017318,0.021027999999999998,0.038346,0.042508,0.059826,0.063536,0.080854,0.0,0.017318,0.021027999999999998,0.038346,0.042508,0.059826,0.080854
is_use_long_term_care,,,,,,,,,,,,,,,
0,291783,12613,3566,5554,14697,32935,1024,19235,1454,185,33,64,139,199,165
1,9632,613,167,282,552,1838,42,1058,53,17,2,0,4,8,16
